user_id	item_id	time
20746	28	982800000
9642	30	1033689600
4134	37	1070668800
207	37	1072051200
21654	37	1074729600
21654	30	1077667200
371	27	1083715200
24158	37	1092268800
2671	43	1092614400
7473	43	1093305600
7473	46	1093305600
9586	92	1093478400
11907	37	1094342400
19294	27	1095552000
11619	56	1100304000
18752	65	1100995200
18752	43	1101513600
9497	43	1102377600
6216	57	1104192000
17799	65	1104364800
5017	43	1104624000
15404	61	1105315200
15404	46	1105401600
25360	57	1105920000
16331	52	1106611200
6567	43	1107216000
18117	62	1107216000
1505	30	1107475200
1505	42	1107475200
18117	52	1107648000
16968	52	1108512000
22409	65	1108512000
19920	52	1108771200
9938	57	1109030400
4720	43	1109980800
15303	56	1110585600
18197	57	1110844800
14280	60	1112659200
8739	61	1112918400
21683	65	1113091200
12706	65	1113264000
16968	57	1113264000
17169	52	1113350400
24074	37	1113523200
20710	65	1113609600
14706	66	1114473600
16478	68	1115164800
6491	49	1115424000
11550	61	1115683200
7667	57	1116806400
14922	82	1116892800
19205	66	1117152000
15404	80	1117670400
17799	8157	1117670400
23694	80	1117929600
26934	66	1118275200
27043	82	1118620800
17570	66	1119225600
19018	95	1120435200
21654	95	1120521600
21683	46	1120694400
11509	57	1121644800
23025	61	1121731200
15404	49	1122508800
16017	57	1122768000
4723	78	1122940800
4723	80	1123113600
7703	80	1123545600
27068	57	1123632000
16968	43	1123977600
972	82	1124323200
9878	80	1124323200
13682	80	1124323200
16686	65	1125100800
15855	66	1125878400
2657	78	1126310400
23204	46	1126483200
27415	66	1126569600
16942	65	1126828800
19803	70	1126915200
16145	85	1127174400
15404	83	1127606400
18362	80	1127692800
24294	82	1127952000
27031	65	1128643200
27031	95	1128643200
10547	65	1128816000
25198	85	1128816000
10547	95	1128902400
16196	46	1129075200
4845	78	1129334400
4845	80	1129334400
27645	65	1129334400
6290	82	1129507200
26754	82	1129507200
11797	52	1130112000
20714	57	1130112000
8947	70	1130544000
11690	61	1130630400
11690	99	1130630400
25860	78	1130630400
9181	79	1131494400
27415	64	1131580800
27661	65	1132099200
8829	101	1132358400
25578	70	1132531200
6207	95	1132617600
16531	101	1132617600
5893	64	1133049600
27634	80	1133136000
15648	80	1133308800
12846	52	1133481600
16968	108	1133740800
8775	95	1133827200
15361	64	1134172800
21170	95	1134432000
21019	57	1134864000
8953	57	1134950400
7369	80	1135036800
26316	108	1135209600
25812	101	1135468800
15017	56	1135728000
12011	61	1135900800
8790	65	1137024000
8790	80	1137024000
4881	95	1137110400
8790	51	1137110400
25360	101	1137110400
27415	101	1137369600
17464	57	1137542400
6309	80	1137628800
13751	86	1137628800
27415	112	1137628800
